id_ingredient,id_recipe,ingredient,quantity,unit
,103,beurre,15.0,g
,103,crème fraîche,25.0,g
,103,moutarde,0.25,cuillère à soupe
,103,farine,0.25,cuillère à soupe
,103,sel,,
,103,poivre,,
,103,rognon de veau,175.0,g
,103,champignons de Paris,25.0,g
,103,échalotes,0.5,
,104,tomate,0.5,grosses boîtes
,104,oignons,0.5,
,104,poivre,,
,104,sel,,
,104,carottes,1.0,
,104,tripes,0.5,kg
,104,vin blanc,0.25,grand verre
,104,pastis,0.25,
,104,petit piment,0.25,
,105,fond de veau,0.5,cuillères à soupe
,105,moutarde,0.25,cuillère à soupe
,105,vinaigre balsamique,0.25,cuillère à soupe
,105,huile d'olive,0.75,cuillères à soupe
,105,paupiettes de veau,1.0,
,105,ail,0.25,gousse
,105,vin blanc,3.125,cl
,105,eau,3.125,cl
,105,sel et poivre,,
,106,thym,0.1666666666666666,branche
,106,sel,,
,106,dinde,0.1666666666666666,
,106,échalote,,
,106,bouillon de volaille,0.1666666666666666,
,107,sel,,
,107,oignon,0.1666666666666666,
,107,piment de Cayenne,0.1666666666666666,cuillère à café
,107,poivron rouge,0.1666666666666666,
,107,feuille de laurier,0.1666666666666666,
,107,thym,0.3333333333333333,pincées
,107,huile d'olive,1.6666666666666667,cl
,107,riz rond,58.333333333333336,g
,107,poulet,58.333333333333336,g
,107,chorizo,33.333333333333336,g
,107,lardons fumés,33.333333333333336,g
,107,ail,0.1666666666666666,gousse
,107,coulis,16.666666666666668,g
,107,bouillon de poule,12.5,cl
,107,céleri,0.3333333333333333,
,107,sauge,0.1666666666666666,pincée
,108,thym,,
,108,oignons,0.3333333333333333,
,108,bouillon de boeuf,0.1666666666666666,tablette
,108,poivre,,
,108,sel,,
,108,carottes,1.0,
,108,paleron,0.1666666666666666,morceau
,108,lard,0.1666666666666666,tranche
,108,matière grasse,,
,108,concentré de tomates,0.1666666666666666,petite boîte
,108,laurier,,
,108,sauge,,
,108,ail,0.3333333333333333,gousses
,109,pâtes feuilletées,0.3333333333333333,
,109,jambon blanc,0.6666666666666666,tranches
,109,gruyère râpé,33.333333333333336,g
,109,oignons jaunes,0.3333333333333333,
,109,filets mignons,0.3333333333333333,
,109,jaunes d'oeuf,0.3333333333333333,
,110,oignons,0.5,
,110,curry,0.5,cuillères à soupe
,110,huile,0.5,cuillères à soupe
,110,sel,,
,110,sauté de porc,125.0,g
,110,pulpe de tomate,87.5,g
,110,lait de coco,6.25,cl
,111,oignon,0.25,
,111,carottes,1.25,
,111,persil,0.5,cuillères à soupe
,111,poivre,,
,111,sel,,
,111,chou blanc,0.25,
,111,lard,2.0,tranches
,111,saucisse,125.0,g
,111,pommes de terre,2.0,
,111,ail,0.5,gousses
,111,matière grasse,7.5,g
,112,lardons,33.333333333333336,g
,112,oignon,0.3333333333333333,
,112,farine,0.3333333333333333,cuillère à soupe
,112,poivre,,
,112,sel,,
,112,épaule de veau,200.0,g
,112,olives vertes,33.333333333333336,g
,112,ail,0.3333333333333333,gousse
,112,vin blanc,5.0,cl
,112,graine de fenouil,0.3333333333333333,cuillère à café
,112,bouquet garni,0.3333333333333333,
,112,concentré de tomates,0.3333333333333333,cuillère à soupe
,113,beurre,12.5,g
,113,curry,,
,113,escalopes de dinde,1.0,
,113,échalotes,1.0,
,113,crème liquide,0.25,briquette
,114,oignons,0.5,
,114,cumin,0.25,cuillère à soupe
,114,gingembre,0.25,cuillère à soupe
,114,coriandre,0.25,cuillère à soupe
,114,miel,0.5,cuillères à soupe
,114,vinaigre balsamique,0.5,cuillères à soupe
,114,cube de bouillon,0.25,
,114,crème fraîche,3.75,cl
,114,poivre,,
,114,sel,,
,114,cuisses de canard,1.0,
,114,ail,0.5,gousses
,114,raisins secs,15.0,g
,114,eau,,
,115,beurre,25.0,g
,115,cognac,1.5,cl
,115,crème fraîche épaisse,5.0,cl
,115,truffe,1.0,rondelles
,115,poivre,,
,115,sel,,
,115,tournedos,1.0,
,115,pain de mie,1.0,tranches
,115,madère,1.5,cl
,115,Foie gras,1.0,belles tranches
,116,farine,12.5,g
,116,persil,0.125,bouquet
,116,huile,0.75,cuillères à soupe
,116,beurre,5.0,g
,116,poivre,,
,116,sel,,
,116,cuisses de grenouille,12.0,
,116,ail,0.75,gousses
,117,beurre,7.5,g
,117,oignon,0.25,
,117,sucre,0.25,pincée
,117,crème fraîche,1.0,cuillères à soupe
,117,moutarde,0.25,cuillère à café
,117,poivre,,
,117,sel,,
,117,boeuf,100.0,g
,117,champignons de Paris,25.0,g
,117,paprika,0.125,cuillère à café
,117,concentré de tomates,0.25,cuillère à soupe
,117,vin blanc sec,1.25,cl
,118,carotte,20.0,g
,118,oignon,30.0,g
,118,bouillon de boeuf,3.0,cl
,118,huile d'olive,1.0,cl
,118,cognac,1.0,cl
,118,poivre,,
,118,sel,,
,118,gigot d'agneau,0.1,
,118,couenne,25.0,g
,118,tomates pelées,50.0,g
,118,bouquet garni,0.1,
,118,vin blanc,5.0,cl
,119,lardons,31.25,g
,119,bouillon,5.0,cl
,119,beurre,2.5,g
,119,huile d'olive,0.25,cuillère à soupe
,119,moutarde,0.25,cuillère à soupe
,119,farine,0.5,cuillères à soupe
,119,poivre,,
,119,sel,,
,119,lapin,0.25,
,119,bouquet garni,0.25,
,119,échalotes,1.0,
,119,vin blanc sec,5.0,cl
,119,crème épaisse,5.0,cl
,120,oignon,0.5,
,120,piment,,
,120,poivre,,
,120,sel,,
,120,blancs de poulet,1.0,
,120,citron,,
,120,paprika,,
,121,farine,1.0,cuillères à soupe
,121,escalopes de poulet,1.0,
,121,biscottes,2.5,
,121,oeuf,0.5,
,121,paprika,0.5,petite cuillère à soupe
,122,carottes,0.5,
,122,oignon,0.25,
,122,clou de girofle,0.25,
,122,beurre,12.5,g
,122,crème fraîche,3.75,cl
,122,poivre,,
,122,sel,,
,122,dinde,0.25,kg
,122,bouillon de volaille,0.5,tablettes
,122,bouquet garni,0.25,
,122,champignons de Paris,75.0,g
,122,petits pois,50.0,g
,122,coeur d'artichaut,0.25,boîte
,122,citron,0.125,
,122,jaune d'oeuf,0.25,
,123,carottes,0.375,
,123,poireaux,0.375,
,123,oignon,0.125,
,123,gros sel,0.125,petite poignée
,123,langue,0.1875,kg
,123,navet,0.125,
,123,os à moelle,0.125,
,123,bouillon,,
,123,beurre,3.125,g
,123,farine,0.125,cuillère à soupe rase
,123,sauce tomate,0.125,boîte
,123,échalote,0.0625,
,123,cornichons,1.25,
,124,bière,5.5,cl
,124,moutarde,0.3333333333333333,cuillères
,124,huile d'olive,0.3333333333333333,cuillères
,124,vinaigre balsamique,0.1666666666666666,cuillère
,124,oignon,0.0833333333333333,
,124,thym,,
,124,poivre,,
,124,sel,,
,124,sanglier,0.1666666666666666,
,124,guignolet,0.3333333333333333,cuillères
,124,lardons fumés,8.333333333333334,g
,124,échalote,0.1666666666666666,
,124,ail,0.3333333333333333,gousses
,125,poivre,,
,125,sel,,
,125,sauce tomate,18.75,cl
,125,beurre,,
,125,langues,0.5,
,125,bouquet garni,,
,125,cornichons,3.75,
,125,échalote,0.25,
,126,carotte,0.375,kg
,126,lard fumé,62.5,g
,126,beurre,12.5,g
,126,vin rouge,18.75,cl
,126,tomates,2.0,
,126,poivre,,
,126,sel,,
,126,macreuse,0.25,kg
,126,échalote,62.5,g
,126,madère,1.25,cl
,126,bouquet garni,0.25,
,127,oignon,0.3333333333333333,
,127,beurre,8.333333333333334,g
,127,huile,0.3333333333333333,cuillère à soupe
,127,miel liquide,0.6666666666666666,cuillères à café
,127,poivre,,
,127,sel,,
,127,escalopes de poulet,1.0,
,127,ail,0.3333333333333333,cuillère à soupe
,127,cannelle,0.3333333333333333,cuillère à café
,127,sauce soja,1.3333333333333333,cuillères à soupe
,128,fond de veau,0.5,cuillère à soupe
,128,vin,25.0,cl
,128,sel,,
,128,poivre,,
,128,beurre,15.0,g
,128,bavettes,1.0,
,128,échalotes,2.0,
,129,moutarde,,
,129,thym,2.0,branches
,129,poivre,,
,129,sel,,
,129,beurre,1.0,noisettes
,129,pintades,1.0,
,129,ail,2.0,gousses
,130,persil,,
,130,crème fraîche,10.0,cl
,130,foie,0.5,barquette
,130,échalotes,1.0,
,130,vin blanc,,
,131,gingembre,0.125,cuillère à café
,131,gingembre,0.25,
,131,miel,0.5,grosses cuillères à soupe
,131,huile de sésame,0.25,cuillère à café
,131,sel,0.5,pincées
,131,coriandre,0.25,cuillère à soupe
,131,travers de porc,0.3,kg
,131,ail,0.5,gousses
,131,sauce soja,0.75,cuillères à soupe
,131,eau,0.25,cuillère à soupe
,132,blancs de poulet,1.0,
,132,crème semi-épaisse,0.25,pot
,132,citron,0.25,
,133,tomates,0.75,
,133,oignons,0.5,
,133,thym,1.25,brins
,133,sel,0.25,pincée
,133,poivre,0.25,pincée
,133,paupiettes,1.0,
,133,champignons de Paris,2.5,
,133,bouillon de volaille,5.0,cl
,133,ail,0.5,gousses
,134,tomates,0.5,
,134,moutarde de Dijon,0.25,cuillère à soupe
,134,crème fraîche,0.25,cuillère à soupe
,134,huile,0.25,cuillère à soupe
,134,poivre,,
,134,sel,,
,134,cuisse de dinde,0.25,
,134,pomme de terre,200.0,g
,134,ail,0.5,gousses
,135,carottes,1.5,
,135,moutarde,0.5,cuillère à soupe
,135,beurre,1.0,cuillères à café
,135,sel,,
,135,poivre,,
,135,persil,,
,135,thym,,
,135,rognons,1.0,
,135,ail,1.0,gousses
,135,échalote,0.5,
,135,crème liquide,12.5,cl
,136,carottes,0.2,
,136,oignons,0.2,
,136,jambon,0.1,
,136,clous de girofle,0.6,
,136,thym,,
,136,persil,,
,136,quatre-épices,,
,136,poivre,,
,136,sel,,
,136,tripes,0.2,kg
,136,pieds de veau,0.2,
,136,vin blanc,5.0,cl
,136,couenne de panne,,
,136,laurier,,
,137,poivre,,
,137,sel,,
,137,farine,,
,137,boeuf haché,200.0,g
,137,échalotes,0.5,
,137,ciboulette,,
,137,oeuf,0.25,
,137,chapelure,0.5,cuillères à soupe
,137,ketchup,,
,139,crème fraîche,0.25,pot
,139,moutarde,0.75,cuillères à soupe
,139,poivre,,
,139,sel,,
,139,escalopes de poulet,1.0,
,139,échalotes,0.5,
,139,ail,1.0,gousses
,138,crème fraîche épaisse,0.25,pot
,138,moutarde de Dijon,0.5,cuillères à soupe
,138,beurre,5.0,g
,138,huile,0.25,cuillère à soupe
,138,filets de poulet,1.0,
,138,échalote,0.25,
,140,poivron vert,0.25,demi
,140,poivron rouge,0.25,demi
,140,oignons,0.5,
,140,carotte,0.25,
,140,huile,0.25,bonne cuillère à soupe
,140,escalopes de poulet,1.0,
,140,germes de soja,0.25,poignée
,140,ail,1.0,gousses
,140,sauce soja,1.25,cuillères à soupe
,140,poisson,0.5,cuillères à soupe
,140,petit piment,0.25,
,141,oignon jaune,0.25,
,141,sucre,30.0,g
,141,gingembre,0.5,cuillères à café
,141,filet mignon,0.25,
,141,mélange 4 épices,0.25,cuillère à soupe
,141,sauce soja,0.75,cuillères à soupe
,141,bouillon de volaille,0.25,cube
,142,thym,0.375,branches
,142,feuilles de laurier,0.375,
,142,piment de Cayenne,0.0625,cuillère à café
,142,oignons,0.625,
,142,sanglier,0.25,kg
,142,bourgogne,0.125,bouteille
,142,farine,9.375,g
,142,cube de bouillon,0.125,
,142,carottes,1.0,
,142,huile d'olive,0.125,filet
,142,sel,0.125,pincée
,142,poivre,0.125,pincée
,142,lardons fumés,12.5,g
,143,huile,1.0,cuillères à soupe
,143,thym,1.25,brins
,143,crème fraîche,2.5,cl
,143,gros sel,0.25,cuillère à café
,143,sel,,
,143,rôti de porc,0.25,
,143,pomme de terre,0.25,kg
,143,ratte,,
,143,ail,0.5,
,143,bouillon de volaille,5.0,cl
,144,sel,0.3333333333333333,pincées
,144,farine,11.666666666666666,g
,144,poivre,0.3333333333333333,tours de moulin
,144,oignons jaunes,0.3333333333333333,
,144,oignon,33.333333333333336,g
,144,clous de girofle,0.6666666666666666,
,144,poireau,0.1666666666666666,
,144,thym,0.3333333333333333,branches
,144,feuille de laurier,0.1666666666666666,
,144,carottes,1.0,
,144,crème fraîche,1.6666666666666667,cl
,144,beurre,16.666666666666668,g
,144,citron,0.0833333333333333,
,144,épaule de veau,0.1999999999999999,kg
,144,jaunes d'oeuf,0.3333333333333333,
,144,ail,0.3333333333333333,gousses
,144,céleri,0.3333333333333333,branches
,144,champignon,50.0,g
,144,cerfeuil,0.3333333333333333,brins
,145,oignons,3.0,
,145,crème fraîche,5.0,cl
,145,beurre,12.5,g
,145,huile,0.25,cuillère à soupe
,145,farine,0.25,cuillère à soupe
,145,poivre,,
,145,sel,,
,145,poulet,0.25,
,145,girolles,150.0,g
,145,ail,0.5,gousses
,145,vin blanc sec,5.0,cl
,147,carottes,0.5,
,147,persil,,
,147,feuilles de laurier,0.3333333333333333,
,147,fond de veau,0.1666666666666666,cuillère à soupe
,147,poivre,,
,147,sel,,
,147,huile d'olive,,
,147,vin rouge,,
,147,lapin,0.1666666666666666,
,147,lardons fumés,25.0,g
,147,champignons de Paris,1.6666666666666667,
,147,olives vertes,,
,147,échalote,0.1666666666666666,
,147,ail,,gousse
,147,herbes de Provence,,
,147,concentré de tomates,0.3333333333333333,cuillères à café
,149,huile,0.25,
,149,poivre,,
,149,sel,,
,149,farine,50.0,g
,149,escalopes de veau,1.0,
,149,oeufs,0.5,
,149,lait,0.75,cuillères à café
,149,chapelure,37.5,g
,148,oignon,0.25,
,148,romarin,0.25,petite branche
,148,feuille de laurier,0.25,
,148,poivre,,
,148,sel,,
,148,saucisse de Toulouse,0.25,beau morceau
,148,pommes de terre,1.0,
,148,ail,0.5,gousses
,148,vin blanc,0.5,petits verres
,150,farine,0.25,cuillère à soupe rase
,150,poivre,,
,150,sel,,
,150,oignon,0.25,sachet
,150,viande hachée,125.0,g
,150,oeuf,0.25,
,151,tomates,1.0,
,151,oignon,0.25,
,151,lardons,0.25,grosse poignée
,151,thym,,
,151,feuille de laurier,,
,151,huile,,
,151,sel,,
,151,poivre,,
,151,lapin,,
,151,pommes de terre,2.0,
,151,ail,0.75,gousses
,151,vin blanc sec,0.25,petit verre
,152,oignon,0.25,
,152,huile d'olive,0.5,cuillères à soupe
,152,échalote,0.25,
,152,ail,0.5,gousses
,152,herbes de Provence,,
,152,saucisse,100.0,g
,152,pommes de terre,2.0,
,152,eau,2.0,cl
,153,poivron rouge,0.1666666666666666,
,153,poivron jaune,0.1666666666666666,
,153,farine,0.3333333333333333,cuillères à soupe
,153,cube de bouillon,0.1666666666666666,
,153,poivre,,
,153,sel,,
,153,oignon,0.1666666666666666,
,153,sauté de porc,0.1666666666666666,kg
,153,poudre de colombo,,
,154,oignon,0.25,
,154,tomates,0.5,
,154,curry,0.25,pincée
,154,quatre-épices,0.25,pincée
,154,poivre,,
,154,sel,,
,154,huile,,
,154,cuisses de poulet,1.0,
,154,ail,0.25,gousse
,154,lait de coco,0.25,petite boîte
,155,huile d'olive,,
,155,thym,,
,155,poivre,,
,155,sel,,
,155,souris d'agneau,1.0,
,155,herbes de Provence,,
,155,ail,2.5,gousses
,156,pâte brisée,0.5,paquets
,156,lardons,18.75,g
,156,curry,0.25,cuillère à soupe
,156,blanc de poulet,100.0,g
,156,champignon,62.5,g
,156,Volaille,0.125,cube
,156,crème liquide,5.0,cl
,157,poivre,,
,157,persil,,
,157,sel,,
,157,foie,75.0,g
,157,biscottes,1.0,
,157,oeufs,1.0,
,157,béchamel,0.1666666666666666,
,157,ail,0.8333333333333334,gousses
,159,vin rouge,12.5,cl
,159,carotte,0.1666666666666666,
,159,oignon,0.1666666666666666,
,159,feuille de laurier,0.1666666666666666,
,159,thym,0.1666666666666666,brin
,159,romarin,0.1666666666666666,brin
,159,persil,0.1666666666666666,branche
,159,cognac,0.3333333333333333,cuillères à soupe
,159,huile d'olive,0.1666666666666666,cuillère à soupe
,159,poivre,,
,159,ail,0.1666666666666666,gousse
,159,échalotes,0.3333333333333333,
,158,poivre,,
,158,sel,,
,158,muscade,1.0,pincées
,158,beurre,,
,158,origan,,
,158,viande hachée,250.0,g
,158,ail,0.5,gousse
,158,jaune d'oeuf,0.5,
,158,chapelure,2.5,cuillères à soupe
,158,coulis de tomate,0.5,
,158,échalote,0.5,
,158,basilic,,
,158,laurier,,
,161,huile de tournesol,0.25,cuillère à soupe
,161,tomates,1.0,
,161,thym,0.5,branches
,161,curcuma,0.75,cuillères à café
,161,poivre,,
,161,sel,,
,161,poulet,0.25,kg
,161,oignons rouges,0.75,
,161,ail,1.0,gousses
,161,eau,12.5,cl
,162,carotte,0.1666666666666666,
,162,oignon,0.1666666666666666,
,162,clous de girofle,0.3333333333333333,
,162,poireaux,0.3333333333333333,
,162,beurre,16.666666666666668,g
,162,persil,,
,162,poivre,,
,162,sel,,
,162,oie,0.1666666666666666,
,162,pain,0.0833333333333333,
,162,ail,0.1666666666666666,gousse
,162,oignon grelot,,
,163,crème fraîche épaisse,1.6666666666666667,cl
,163,persil,,feuille
,163,huile d'olive,1.6666666666666667,cl
,163,vinaigre de vin,0.1666666666666666,cuillère à soupe
,163,poivre,,
,163,sel,,
,163,faisselle,83.33333333333333,g
,163,ail,0.1666666666666666,gousse
,163,échalotes,0.6666666666666666,
,163,ciboulette,0.1666666666666666,botte
,163,oignon nouveau,,
,164,sauce soja Suzi Wan®,1.25,cuillères à soupe
,164,miel,0.75,cuillères à soupe
,164,blancs de poulet,1.0,
,164,fécule de maïs,0.5,cuillères à soupe
,164,eau,0.5,cuillères à soupe
,164,ail,0.25,cuillère à soupe
,164,graines de sésame,0.25,cuillère à soupe
,164,sucre,6.25,g
,164,eau,6.25,cl
,164,huile de tournesol,,
,164,riz,75.0,g
,165,oignons,0.6666666666666666,
,165,carottes,0.6666666666666666,
,165,huile,1.0,cuillères à soupe
,165,beurre,8.333333333333334,g
,165,fond de veau,0.6666666666666666,cuillères à soupe
,165,poivre,,
,165,sel,,
,165,rôti de porc,0.3333333333333333,
,165,pommes de terre,1.6666666666666667,
,165,vin blanc,8.333333333333334,cl
,165,Volaille,0.6666666666666666,cubes
,165,bouquet garni,0.3333333333333333,
,166,huile d'olive,,
,166,oignon,0.25,
,166,cube de bouillon,0.25,
,166,curry,,
,166,thym,,
,166,poivre,,
,166,sel,,
,166,blancs de poulet,1.0,
,166,pulpe de tomate,0.25,boîte
,166,pomme,0.25,demi
,166,raisins secs,0.25,poignée
,166,ail,0.5,gousses
,166,garam masala,,
,166,cannelle,0.25,bâton
,166,laurier,,
,166,crème fraîche allégée,,
,167,crème fraîche,2.0,cuillères à soupe
,167,moutarde,1.0,cuillère à soupe
,167,oignons,2.0,
,167,tomate,1.0,
,167,beurre,1.0,morceau
,167,andouillette,1.0,
,167,vin blanc,1.0,verre
,168,oignon,0.25,
,168,tomate,0.25,
,168,thym,,
,168,huile d'olive,,
,168,sel,,
,168,poivre,,
,168,sauté de veau,200.0,g
,168,ciboulette,,
,170,beurre,3.0,g
,170,poivre,,
,170,sel,,
,170,sanglier,0.1,
,170,lard,25.0,g
,170,madère,1.5,cl
,170,pignons,5.0,g
,170,raisin,5.0,g
,170,fécule,0.1,cuillère à soupe
,170,carottes,0.3,
,170,oignon,0.1,
,170,huile,3.0,cl
,170,thym,,
,170,clous de girofle,0.3,
,170,vinaigre,4.5,cl
,170,échalotes,0.3,
,170,ail,0.1,gousse
,170,laurier,,
,170,vin blanc,0.15,l
,171,poivre,,
,171,fleur de sel,,
,171,Foie gras,0.125,
,172,poivre,,
,172,beurre,10.0,g
,172,sel,,
,172,canard,0.25,
,173,vinaigre de vin,,
,173,fond de veau,,
,173,poivre,,
,173,sel,,
,173,huile,,
,173,foie de veau,1.0,belles tranches
,173,échalotes,1.5,
,175,vinaigre de framboise,,goutte
,175,poivre,,
,175,sel,,
,175,muscade,,
,175,Foie gras,2.0,tranches
,175,pomme,1.0,
,174,oignon,0.5,
,174,poivron rouge,0.5,
,174,crème fraîche épaisse,10.0,cl
,174,lardons,0.5,barquette
,174,cuisses de poulet,1.0,
,174,champignons de Paris,5.0,
,174,pommes de terre,2.5,
,176,huile,0.25,cuillères à soupe
,176,beurre,15.625,g
,176,thym,0.25,branches
,176,feuille de laurier,0.125,
,176,cognac,0.625,cl
,176,sel,,
,176,poivre,,
,176,bouillon,1.875,cl
,176,dinde,0.125,
,176,marrons,37.5,g
,176,chair à saucisse,37.5,g
,176,pain de mie,28.125,g
,176,lait,1.875,cl
,176,échalotes,0.5,
,176,pomme de terre,0.1875,kg
,177,oignon,0.25,
,177,sel,,
,177,poivre,,
,177,foie,75.0,g
,177,ail,0.25,
,177,oeuf,0.25,
,177,viande hachée,75.0,g
,178,curcuma,0.3333333333333333,cuillères à soupe
,178,cumin,0.3333333333333333,cuillères à soupe
,178,curry,0.3333333333333333,cuillères à soupe
,178,moutarde,0.3333333333333333,cuillères à soupe
,178,huile d'olive,1.0,cuillères à soupe
,178,côtes de porc,1.0,
,179,miel,0.5,cuillères à soupe
,179,beurre,1.6666666666666667,g
,179,poivre,,
,179,boudins blancs,1.0,
,179,pommes,0.5,
,180,huile d'olive,0.5,cuillères à soupe
,180,vinaigre de xérès,0.5,cuillères à café
,180,vinaigre de vin,0.5,cuillères à café
,180,cognac,0.25,trait
,180,crème fraîche épaisse,6.25,cl
,180,moutarde,0.25,cuillère à café
,180,poivre,,
,180,sel,,
,180,blancs de poulet,1.0,
,180,échalote,0.25,
,180,bouillon de volaille,3.75,cl
,180,ciboulette,,
,180,estragon,,
,182,carottes,0.6666666666666666,
,182,oignons,0.3333333333333333,
,182,romarin,0.1666666666666666,branche
,182,piment,,
,182,huile d'olive,,
,182,poivre,,
,182,sel,,
,182,gigot d'agneau,0.1666666666666666,
,182,ail,0.5,gousses
,182,échalotes,0.6666666666666666,
,182,céleri,0.1666666666666666,branche
,182,girofle,0.3333333333333333,
,182,bouquet garni,0.1666666666666666,
,182,vin blanc sec,,
,183,vin rouge,0.3333333333333333,l
,183,carottes,0.5,
,183,oignons,0.3333333333333333,
,183,lardons,33.333333333333336,g
,183,tomates,0.3333333333333333,
,183,huile d'olive,0.3333333333333333,cuillères à soupe
,183,poivre,,
,183,sel,,
,183,sanglier,0.3333333333333333,kg
,183,bouquet garni,0.1666666666666666,
,183,ail,0.5,gousses
,183,olives noires,0.1666666666666666,petite boîte
,184,huile,,
,184,sucre,5.0,g
,184,vinaigre,0.5,cl
,184,fond de veau,0.125,
,184,oranges,0.625,
,184,poivre,,
,184,sel,,
,184,fécule de maïs,,
,184,canard,0.25,
,184,grand-marnier,,
,184,jus d'orange,0.125,
